Author,Book,Year,Title,Theme,Poem,Meter
André Lemoyne,Chansons des nids et des berceaux,1896,L'avenir,Avenir,"À Cyprien Girerd.
LE POÈTE.

Philosophe aussi pur que les sages antiques, 
Si tu daignes m'entendre, écoute et réponds-moi 
Les poètes n'ont plus les accents prophétiques 
De leurs divins aïeux ; Maître, sais-tu pourquoi ?

LE PHILOSOPHE.

Un caprice du vent vous emporte et vous mène, 
La joie et la douleur restent votre élément, 
Aveuglés par vos pleurs sur la misère humaine, 
Vous êtes trop émus pour y voir clairement.

Les mieux doués, Byron, Musset ou Henri Heine, 
Le cœur tout palpitant d'un radieux amour, 
Ou martyrs d'une froide et ténébreuse haine, 
N'ont jamais aperçu le monde à son vrai jour.

LE POÈTE.

Calme esprit de haut vol et de large envergure, 
Comme l'oiseau du ciel planant sur l'avenir, 
Quel signe à l'horizon, d'heureux ou triste augure, 
Après le siècle usé qui doit bientôt finir ?

LE PHILOSOPHE.

Si tu jettes les yeux sur la carte du monde, 
Que vois-tu sur les mers et sur les continents, 
Des quais de Liverpool aux îles de la Sonde ?

LE POÈTE.

Je vois de longs chemins, allants et revenants.

La ligne des parcours est nettement tracée : 
L'araignée en croisant d'innombrables réseaux 
Ne saurait accomplir une œuvre mieux tissée 
Sur la terre solide et la houle des eaux.

LE PHILOSOPHE.

Chemins des paquebots et des locomotives, 
Qui vont par tous les temps, sous le ciel noir ou bleu, 
De New-York au Far-West, du cap Horn aux Maldives, 
Passant comme l'éclair dans un sillon de feu.

LE POÈTE.

Peuples du Nouveau-Monde et des anciens rivages 
Se réuniront-ils en groupes fraternels ?

LE PHILOSOPHE.

Le plus civilisé ressemble aux plus sauvages. 
Puissent-ils ne pas être ennemis éternels !

LE POÈTE.

Puisque à mes yeux troublés l'avenir se dérobe 
Et s'évapore ainsi qu'un mirage trompeur, 
Que vois-tu donc surgir aux divers points du globe 
Dans notre âge de fer, de houille et de vapeur ?

LE PHILOSOPHE.

Je vois s'abâtardir au Nord les races blanches 
Et les noirs du Tropique expirer loin des leurs. 
Tôt ou tard ils prendront de terribles revanches. 
Leur sang vaut bien le nôtre... il n'a pas deux couleurs.

Les hommes de nos jours ne se reposent guères : 
Tous les Européens, cuirassant leurs bateaux, 
Pour assurer la paix se préparent aux guerres 
Dans un tintement sourd d'enclume et de marteaux.

Pour un lambeau de terre ou de minces presqu'îles 
On bataille toujours à l'extrême-Orient. 
Les Sud-Américains ne sont jamais tranquilles... 
Mais en Chine le peuple est calme et souriant.

Et qui vivra verra... c'est peut-être la Chine 
Qui garde la clef d'or du prochain avenir, 
En filant dans sa tour de porcelaine fine...

LE POÈTE.

La vieille Humanité doit-elle y rajeunir ?

LE PHILOSOPHE.

Oui... les dignes enfants d'une mère féconde, 
Robustes, patients, sobres et travailleurs, 
Apparaîtront bientôt sur la scène du monde, 
Quand au ciel blanchira l'aube des jours meilleurs.

Si le grand voyageur d'autrefois, Pythagore, 
Et le sage Socrate ou le divin Platon, 
Chez nos contemporains pouvaient revivre encore, 
Ils se dirigeraient sur Pékin ou Canton.

Par les mille chemins d'une si large zone, 
Des plateaux du Pamir aux bords du fleuve Amour, 
On verra s'éveiller la fourmilière jaune, 
Qui dans le mouvement du siècle aura son tour.

LE POÈTE.

Quand j'écoute, songeur, tes graves aphorismes, 
Je prévois d'acharnés et désastreux combats, 
Rudes chocs d'émigrants... et dans ces cataclysmes 
Des flots de sang versé... tu ne m'en parles pas.

LE PHILOSOPHE.

Oui... des langues de feu courant sur les rizières 
Rougiront les deux mers de leurs embrasements, 
Et des bambous froissés les hautes roselières 
S'abattront sur les morts en longs frémissements ;

Mais, l'orage passé, dans leur tranquille joie, 
En se multipliant les nobles fils du Ciel 
Pourront cueillir en paix le frileux ver à soie 
Et bénir dans les fleurs la grande ruche à miel.",vers libre
Charles Cros,Le coffret de santal,1873,Avenir,Avenir,"Sonnet.


Les coquelicots noirs et les bleuets fanés 
Dans le foin capiteux qui réjouit l'étable, 
La lettre jaunie où mon aïeul respectable 
À mon aïeule fit des serments surannés,

La tabatière où mon grand-oncle a mis le nez,
Le trictrac incrusté sur la petite table 
Me ravissent. Ainsi dans un temps supputable 
Mes vers vous raviront, vous qui n'êtes pas nés.

Or, je suis très vivant. Le vent qui vient m'envoie 
Une odeur d'aubépine en fleur et de lilas, 
Le bruit de mes baisers couvre le bruit des glas.

Ô lecteurs à venir, qui vivez dans la joie 
Des seize ans, des lilas et des premiers baisers, 
Vos amours font jouir mes os décomposés.",vers libre
Charles-Augustin Sainte-Beuve,"Vie, poésies et pensées de Joseph Delorme",1829,Quand l'avenir pour moi n'a pas une espérance,Avenir,"Sonnet.


Quand l'avenir pour moi n'a pas une espérance, 
Quand pour moi le passé n'a pas un souvenir, 
Où puisse, dans son vol qu'elle a peine à finir, 
Un instant se poser mon âme en défaillance ;

Quand un jour pur jamais n'a lui sur mon enfance, 
Et qu'à vingt ans ont fui, pour ne plus revenir, 
L'Amour aux ailes d'or, que je croyais tenir, 
Et la Gloire emportant les hymnes de la France ;

Quand ma Pauvreté seule, au sortir du berceau, 
M'a pour toujours marqué de son terrible sceau, 
Qu'elle a brisé mes voeux, enchaîné ma jeunesse,

Pourquoi ne pas mourir ? de ce monde trompeur 
Pourquoi ne pas sortir sans colère et sans peur, 
Comme on laisse un ami qui tient mal sa promesse.",vers libre
Sophie d'Arbouville,Poésies et nouvelles,1840,Une course au Champs de Mars,Avenir,"Volez, nobles coursiers, franchissez la distance ! 
Pour le prix disputé, luttez avec constance ! 
Sous un soleil de feu, le sol est éclatant ; 
Pour vous voir aujourd'hui, tout est bruit et lumière ; 
Ainsi qu'un flot d'encens, la légère poussière, 
Devant vos pas, s'envole au but qui vous attend. 
Que l'air rapide et vif, soulevant vos poitrines, 
S'échappe palpitant de vos larges narines ! 
Laissez sous l'éperon votre flanc s'entr'ouvrir... 
Volez, nobles coursiers, dussiez-vous en mourir !

Au milieu des bravos, votre course s'achève ; 
Le silence revient — puis, je pense et je rêve... 
Notre vie est l'arène où se hâtent nos pas ; 
Nous volons vers le but que l'on ne connaît pas. 
Fatigués, épuisés, prêts à tomber, qu'importe ! 
Nous marchons à grands pas, le torrent nous emporte. 
Oubliant le passé, repoussant le présent, 
Nos regards inquiets se portent en avant ; 
Rien n'est beau que plus loin... et notre flanc palpite, 
Sous l'éperon caché qui nous dit : « Marche vite ! » 
Nous marchons. — Quelquefois, à travers les déserts, 
Une oasis répand ses parfums dans les airs, 
Un doux chant retentit sur le bord de la route :

L'oasis, on la fuit ; le chant, nul ne l'écoute. 
Sans garder du chemin regret ou souvenir, 
D'un avide regard, on cherche l'avenir ; 
L'avenir, c'est le but ! l'avenir, c'est la vie ! 
Bientôt, à notre gré, la distance est franchie ; 
Haletants de la course, épuisés de l'effort, 
Nous touchons l'avenir... L'avenir, c'est la mort !

Qu'ai-je dit ? — Ô mon Dieu ! toi qui m'entends, pardonne !... 
L'avenir, c'est le ciel, où ton soleil rayonne 
Sans que la nuit succède à l'éclat d'un beau jour, 
Sans que l'oubli succède aux paroles d'amour ! 
L'avenir, c'est le ciel où s'arrête l'orage ! 
C'est le port qui reçoit les débris du naufrage ; 
C'est la fin des regrets ; c'est l'éternel printemps ; 
C'est l'ange dont la voix a de divins accents. 
L'avenir, ô mon Dieu ! c'est la sainte auréole 
Que pose sur nos fronts ta main qui nous console. 
Oui, marchons ! et vers toi levant souvent les yeux, 
Avançons vers le but que nous montrent les cieux. 

Chut ! voici le signal, franchissez la distance. 
Volez, nobles coursiers, luttez avec constance ! 
Sous un soleil de feu, le sol est éclatant ; 
Pour vous voir aujourd'hui, tout est bruit et lumière ; 
Ainsi qu'un flot d'encens, la légère poussière,
Devant vos pas, s'envole au but qui vous attend.
Que l'air rapide et vif, soulevant vos poitrines,
S'échappe palpitant de vos larges narines ! 
Laissez sous l'éperon votre flanc s'entr'ouvrir... 
Volez, nobles coursiers, dussiez-vous en mourir !",vers libre
Victor Hugo,L'année terrible,1872,L'avenir,Avenir,"Polynice, Etéocle, Abel, Caïn ! ô frères ! 
Vieille querelle humaine ! échafauds ! lois agraires ! 
Batailles ! ô drapeaux, ô linceuls ! noirs lambeaux ! 
Ouverture hâtive et sombre des tombeaux ! 
Dieu puissant ! quand la mort sera-t-elle tuée ? 
Ô sainte paix !

La guerre est la prostituée ; 
Elle est la concubine infâme du hasard. 
Attila sans génie et Tamerlan sans art 
Sont ses amants ; elle a pour eux des préférences ; 
Elle traîne au charnier toutes nos espérances, 
Egorge nos printemps, foule aux pieds nos souhaits, 
Et comme elle est la haine, ô ciel bleu, je la hais ! 
J'espère en toi, marcheur qui viens dans les ténèbres, 
Avenir !

Nos travaux sont d'étranges algèbres ; 
Le labyrinthe vague et triste où nous rôdons 
Est plein d'effrois subits, de pièges, d'abandons ; 
Mais toujours dans la main le fil obscur nous reste. 
Malgré le noir duel d'Atrée et de Thyeste, 
Malgré Léviathan combattant Béhémoth, 
J'aime et je crois. L'énigme enfin dira son mot. 
L'ombre n'est pas sur l'homme à jamais acharnée. 
Non ! Non ! l'humanité n'a point pour destinée 
D'être assise immobile au seuil froid des tombeaux, 
Comme Jérôme, morne et blême, dans Ombos, 
Ou comme dans Argos la douloureuse Electre.

Un jour, moi qui ne crains l'approche d'aucun spectre, 
J'allai voir le lion de Waterloo. Je vins 
Jusqu'à la sombre plaine à travers les ravins ; 
C'était l'heure où le jour chasse le crépuscule ; 
J'arrivai ; je marchai droit au noir monticule. 
Indigné, j'y montai ; car la gloire du sang, 
Du glaive et de la mort me laisse frémissant. 
Le lion se dressait sur la plaine muette ; 
Je regardais d'en bas sa haute silhouette ; 
Son immobilité défiait l'infini ; 
On sentait que ce fauve, au fond des cieux banni, 
Relégué dans l'azur, fier de sa solitude, 
Portait un souvenir affreux sans lassitude ; 
Farouche, il était là, ce témoin de l'affront. 
Je montais, et son ombre augmentait sur mon front. 
Et tout en gravissant vers l'âpre plate-forme, 
Je disais : Il attend que la terre s'endorme ; 
Mais il est implacable ; et, la nuit, par moment 
Ce bronze doit jeter un sourd rugissement ; 
Et les hommes, fuyant ce champ visionnaire, 
Doutent si c'est le monstre ou si c'est le tonnerre. 
J'arrivai jusqu'à lui, pas à pas m'approchant...

J'attendais une foudre et j'entendis un chant.

Une humble voix sortait de cette bouche énorme. 
Dans cette espèce d'antre effroyable et difforme 
Un rouge-gorge était venu faire son nid ; 
Le doux passant ailé que le printemps bénit, 
Sans peur de la mâchoire affreusement levée, 
Entre ces dents d'airain avait mis sa couvée ; 
Et l'oiseau gazouillait dans le lion pensif. 
Le mont tragique était debout comme un récif 
Dans la plaine jadis de tant de sang vermeille ; 
Et comme je songeais, pâle et prêtant l'oreille, 
Je sentis un esprit profond me visiter, 
Et, peuples, je compris que j'entendais chanter 
L'espoir dans ce qui fut le désespoir naguère, 
Et la paix dans la gueule horrible de la guerre.",alexandrin
Pierre-Jean de Béranger,Toutes les chansons de Béranger,1843,Ainsi soit-il,Avenir,"Je suis devin, mes chers amis ; 
L'avenir qui nous est promis 
Se découvre à mon art subtil. 
Ainsi soit- il !

Plus de poète adulateur ; 
Le puissant craindra le flatteur ; 
Nul courtisan ne sera vil. 
Ainsi soit-il !

Plus d'usuriers, plus de joueurs, 
De petits banquiers grands seigneurs, 
Et pas un commis incivil. 
Ainsi soit-il !

L'amitié, charme de nos jours, 
Ne sera plus un froid discours 
Dont l'infortune rompt le fil. 
Ainsi soit-il !

La fille, novice à quinze ans, 
A dix-huit, avec ses amants, 
N'exercera que son babil. 
Ainsi soit-il !

Femme fuira les vains atours ; 
Et son mari, pendant huit jours, 
Pourra s'absenter sans péril. 
Ainsi soit-il !

L'on montrera dans chaque écrit 
Plus de génie, et moins d'esprit, 
Laissant tout jargon puéril. 
Ainsi soit-il !

L'auteur aura plus de fierté, 
L'acteur moins de fatuité ; 
Le critique sera civil. 
Ainsi soit-il !

On rira clos erreurs des grands, 
On chansonnera leurs agents, 
Sans voir arriver l'alguazil. 
Ainsi soit-il !

En France enfin renaît le goût ; 
La justice règne partout, 
Et la vérité sort d'exil. 
Ainsi soit-il !

Or, mes amis, bénissons Dieu, 
Qui met chaque chose en son lieu : 
Celles-ci sont pour l'an trois mille. 
Ainsi soit-il !",vers libre
René-François Sully Prudhomme,Stances et poèmes,1865,Jours lointains,Aveux,"Nous recevions sa visite assidue ; 
J'étais enfant. Jours lointains ! Depuis lors 
La porte est close et la maison vendue : 
Les foyers vendus sont des morts.

Quand j'entendais son pas de demoiselle, 
Adieu mes jeux ! Courant sur son chemin, 
J'allais, les yeux levés tout grands vers elle, 
Glisser ma tête sous sa main.

Et quelle joie inquiète et profonde 
Si je sentais une caresse au front ! 
Cette main-là, pas de lèvres au monde 
En douceur ne l'égaleront.

Je me souviens de mes tendresses vagues, 
Des aveux fous que je jurais d'oser, 
Lorsque, tout bas, rien qu'aux chatons des bagues 
Je risquais un fuyant baiser.

Elle a passé, bouclant ma chevelure, 
Prenant ma vie ; et, comme inoccupés, 
Ses doigts m'ont fait une étrange brûlure, 
Par l'âge de mon cœur trompés.

Comme l'aurore étonne la prunelle, 
L'éveille à peine, et c'est déjà le jour : 
Ainsi la grâce au cœur naissant nouvelle 
L'émeut, et c'est déjà l'amour.",décasyllabe
René-François Sully Prudhomme,Stances et poèmes,1865,Séparation,Aveux,"Je ne devais pas vous le dire ; 
Mes pleurs, plus forts que la vertu, 
Mouillant mon douloureux sourire, 
Sont allés sur vos mains écrire 
L'aveu brûlant que j'avais tu.

Danser, babiller, rire ensemble, 
Ces jeux ne nous sont plus permis : 
Vous rougissez, et moi je tremble ; 
Je ne sais ce qui nous rassemble. 
Mais nous ne sommes plus amis.

Disposez de nous, voici l'heure 
Où je ne puis vous parler bas 
Sans que l'amitié change ou meure : 
Oh ! dites-moi qu'elle demeure, 
Je sens qu'elle ne suffit pas.

Si le langage involontaire 
De mes larmes vous a déplu, 
Eh bien, suivons chacun sur terre 
Notre sentier : moi, solitaire, 
Vous, heureuse, au bras de l'élu.

Je voyais nos deux cœurs éclore 
Comme un couple d'oiseaux chantants 
Éveillés par la même aurore ; 
Ils n'ont pas pris leur vol encore : 
Séparons-les, il en est temps ;

Séparons-les à leur naissance, 
De crainte qu'un jour à venir, 
Malheureux d'une longue absence, 
Ils n'aillent dans le vide immense 
Se chercher sans pouvoir s'unir.",octosyllabe
René-François Sully Prudhomme,Stances et poèmes,1865,Le meilleur moment des amours,Aveux,"Le meilleur moment des amours 
N'est pas quand on a dit : « Je t'aime. » 
Il est dans le silence même 
À demi rompu tous les jours ;

Il est dans les intelligences 
Promptes et furtives des cœurs ; 
Il est dans les feintes rigueurs 
Et les secrètes indulgences ;

Il est dans le frisson du bras 
Où se pose la main qui tremble, 
Dans la page qu'on tourne ensemble 
Et que pourtant on ne lit pas.

Heure unique où la bouche close 
Par sa pudeur seule en dit tant ; 
Où le cœur s'ouvre en éclatant 
Tout bas, comme un bouton de rose ;

Où le parfum seul des cheveux 
Parait une faveur conquise ! 
Heure de la tendresse exquise 
Où les respects sont des aveux.",vers libre
René-François Sully Prudhomme,Les solitudes,1869,Silence et nuit des bois,Aveux,"Il est plus d'un silence, il est plus d'une nuit, 
Car chaque solitude a son propre mystère : 
Les bois ont donc aussi leur façon de se taire 
Et d'être obscurs aux yeux que le rêve y conduit.

On sent dans leur silence errer l'âme du bruit, 
Et dans leur nuit filtrer des sables de lumière. 
Leur mystère est vivant : chaque homme à sa manière 
Selon ses souvenirs l'éprouve et le traduit.

La nuit des bois fait naître une aube de pensées ; 
Et, favorable au vol des strophes cadencées, 
Leur silence est ailé comme un oiseau qui dort.

Et le cœur dans les bois se donne sans effort : 
Leur nuit rend plus profonds les regards qu'on y lance, 
Et les aveux d'amour se font de leur silence.",alexandrin
René-François Sully Prudhomme,Les solitudes,1869,Scrupule (I),Aveux,"Je veux lui dire quelque chose, 
Je ne peux pas ; 
Le mot dirait plus que je n'ose, 
Même tout bas.

D'où vient que je suis plus timide 
Que je n'étais ? 
Il faut parler, je m'y décide... 
Et je me tais.

Les aveux m'ont paru moins graves 
À dix-huit ans ; 
Mes lèvres ne sont plus si braves 
Depuis longtemps.

J'ai peur, en sentant que je l'aime, 
De mal sentir ; 
Dans mes yeux une larme même 
Pourrait mentir,

Car j'aurais beau l'y laisser naître 
De bonne foi, 
C'est quelque ancien amour peut-être 
Qui pleure en moi.",vers libre
Charles Cros,Le coffret de santal,1873,Sonnet d'Oaristys,Aveux,"Tu me fis d'imprévus et fantasques aveux 
Un soir que tu t'étais royalement parée, 
Haut coiffée, et ruban ponceau dans tes cheveux 
Qui couronnaient ton front de leur flamme dorée.

Tu m'avais dit « Je suis à toi si tu me veux » ; 
Et, frémissante, à mes baisers tu t'es livrée. 
Sur ta gorge glacée et sur tes flancs nerveux 
Les frissons de Vénus perlaient ta peau nacrée.

L'odeur de tes cheveux, la blancheur de tes dents, 
Tes souples soubresauts et tes soupirs grondants, 
Tes baisers inquiets de lionne joueuse

M'ont, à la fois, donné la peur et le désir 
De voir finir, après l'éblouissant plaisir, 
Par l'éternelle mort, la nuit tumultueuse.",metre libre
Marceline Desbordes-Valmore,Romances,1830,L'aveu permis,Aveux,"Viens, mon cher Olivier, j'ai deux mots à te dire, 
Ma mère l'a permis ; ils te rendront joyeux. 
Eh bien ! je n'ose plus. Mais, dis-moi, sais-tu lire ? 
Ma mère l'a permis, regarde dans mes yeux.

Voilà mes yeux baissés. Dieu ! que je suis confuse ! 
Mon visage a rougi ; vois-tu, c'est la pudeur. 
Ma mère l'a permis, ce sera ton excuse ; 
Pendant que je rougis, mets ta main sur mon cœur.

Que ton air inquiet me tourmente et me touche ! 
Ces deux mots sont si doux ! mon cœur les dit si bien ! 
Tu ne les entends pas, prends-les donc sur ma bouche ; 
Je fermerai les yeux, prends, mais ne m'en dis rien.",alexandrin
Marceline Desbordes-Valmore,Pauvres fleurs,1839,Aveu d'une femme,Aveux,"Savez-vous pourquoi, madame, 
Je refusais de vous voir ? 
J'aime ! Et je sens qu'une femme 
Des femmes craint le pouvoir. 
Le vôtre est tout dans vos charmes, 
Qu'il faut, par force, adorer. 
L'inquiétude a des larmes : 
Je ne voulais pas pleurer.

Quelque part que je me trouve, 
Mon seul ami va venir ; 
Je vis de ce qu'il éprouve, 
J'en fais tout mon avenir. 
Se souvient-on d'humbles flammes 
Quand on voit vos yeux brûler ? 
Ils font trembler bien des âmes : 
Je ne voulais pas trembler.

Dans cette foule asservie, 
Dont vous respirez l'encens, 
Où j'aurais senti ma vie 
S'en aller à vos accents, 
Celui qui me rend peureuse, 
Moins tendre, sans repentir, 
M'eût dit : « N'es-tu plus heureuse ? » 
Je ne voulais pas mentir.

Dans l'éclat de vos conquêtes 
Si votre coeur s'est donné, 
Triste et fier au sein des fêtes, 
N'a-t-il jamais frissonné ? 
La plus tendre, ou la plus belle, 
Aiment-elles sans souffrir ? 
On meurt pour un infidèle : 
Je ne voulais pas mourir.",metre libre
